

--- Server Started at 2024-04-27T19:38:59.143Z ---
2024-04-27T19:39:00.161Z - Humidity: 60%, Temperature: 25C, Analog output: 725
2024-04-28T01:55:35.768Z - Humidity: 78%, Temperature: 23C, Analog output: 765
2024-04-28T01:55:45.806Z - Humidity: 78%, Temperature: 23C, Analog output: 761
2024-04-28T01:55:55.849Z - Humidity: 79%, Temperature: 23C, Analog output: 797
2024-04-28T01:56:05.888Z - Humidity: 78%, Temperature: 22C, Analog output: 776
2024-04-28T01:56:15.926Z - Humidity: 78%, Temperature: 23C, Analog output: 758
2024-04-28T01:56:25.965Z - Humidity: 79%, Temperature: 22C, Analog output: 764
2024-04-28T01:56:36.004Z - Humidity: 79%, Temperature: 23C, Analog output: 759
2024-04-28T01:56:46.043Z - Humidity: 80%, Temperature: 23C, Analog output: 761
2024-04-28T01:56:56.081Z - Humidity: 82%, Temperature: 23C, Analog output: 708
2024-04-28T01:57:06.120Z - Humidity: 83%, Temperature: 22C, Analog output: 759
2024-04-28T01:57:16.162Z - Humidity: 85%, Temperature: 23C, Analog output: 775
2024-04-28T01:57:26.201Z - Humidity: 85%, Temperature: 23C, Analog output: 759
2024-04-28T01:57:36.239Z - Humidity: 86%, Temperature: 23C, Analog output: 758
2024-04-28T01:57:46.278Z - Humidity: 86%, Temperature: 22C, Analog output: 797
2024-04-28T01:57:56.317Z - Humidity: 88%, Temperature: 23C, Analog output: 767
2024-04-28T01:58:06.355Z - Humidity: 86%, Temperature: 22C, Analog output: 758
2024-04-28T01:58:16.394Z - Humidity: 87%, Temperature: 23C, Analog output: 759
2024-04-28T01:58:26.437Z - Humidity: 87%, Temperature: 23C, Analog output: 761
2024-04-28T01:58:36.475Z - Humidity: 88%, Temperature: 23C, Analog output: 758
2024-04-28T01:58:46.514Z - Humidity: 88%, Temperature: 23C, Analog output: 757
2024-04-28T01:58:56.553Z - Humidity: 87%, Temperature: 22C, Analog output: 773
2024-04-28T01:59:06.591Z - Humidity: 87%, Temperature: 23C, Analog output: 757
2024-04-28T01:59:16.630Z - Humidity: 87%, Temperature: 24C, Analog output: 773
2024-04-28T01:59:26.668Z - Humidity: 88%, Temperature: 22C, Analog output: 757
2024-04-28T01:59:36.707Z - Humidity: 87%, Temperature: 23C, Analog output: 797
2024-04-28T01:59:46.749Z - Humidity: 88%, Temperature: 22C, Analog output: 758
2024-04-28T01:59:56.788Z - Humidity: 87%, Temperature: 23C, Analog output: 758
2024-04-28T02:00:06.827Z - Humidity: 86%, Temperature: 22C, Analog output: 758
2024-04-28T02:00:16.865Z - Humidity: 89%, Temperature: 22C, Analog output: 770
2024-04-28T02:00:26.904Z - Humidity: 86%, Temperature: 23C, Analog output: 759
2024-04-28T02:00:36.943Z - Humidity: 86%, Temperature: 23C, Analog output: 765
2024-04-28T02:00:46.981Z - Humidity: 86%, Temperature: 23C, Analog output: 758
2024-04-28T02:00:57.024Z - Humidity: 87%, Temperature: 23C, Analog output: 776
2024-04-28T02:01:07.062Z - Humidity: 87%, Temperature: 22C, Analog output: 757
2024-04-28T02:01:17.101Z - Humidity: 86%, Temperature: 22C, Analog output: 758
2024-04-28T02:01:27.140Z - Humidity: 85%, Temperature: 23C, Analog output: 757
2024-04-28T02:01:37.178Z - Humidity: 85%, Temperature: 22C, Analog output: 757
2024-04-28T02:01:47.217Z - Humidity: 86%, Temperature: 23C, Analog output: 757
2024-04-28T02:01:57.256Z - Humidity: 86%, Temperature: 23C, Analog output: 758
2024-04-28T02:02:07.294Z - Humidity: 85%, Temperature: 23C, Analog output: 757
2024-04-28T02:02:17.337Z - Humidity: 85%, Temperature: 22C, Analog output: 759
2024-04-28T02:02:27.375Z - Humidity: 86%, Temperature: 22C, Analog output: 757
2024-04-28T02:02:37.414Z - Humidity: 85%, Temperature: 22C, Analog output: 757
2024-04-28T02:02:47.453Z - Humidity: 86%, Temperature: 23C, Analog output: 769
2024-04-28T02:02:57.491Z - Humidity: 86%, Temperature: 22C, Analog output: 764
2024-04-28T02:03:07.530Z - Humidity: 86%, Temperature: 23C, Analog output: 758
2024-04-28T02:03:17.569Z - Humidity: 85%, Temperature: 22C, Analog output: 756
2024-04-28T02:03:27.611Z - Humidity: 84%, Temperature: 23C, Analog output: 783
2024-04-28T02:03:37.650Z - Humidity: 84%, Temperature: 23C, Analog output: 773
2024-04-28T02:03:47.688Z - Humidity: 84%, Temperature: 23C, Analog output: 757
2024-04-28T02:03:57.727Z - Humidity: 84%, Temperature: 24C, Analog output: 756
2024-04-28T02:04:07.766Z - Humidity: 84%, Temperature: 22C, Analog output: 758
2024-04-28T02:04:17.804Z - Humidity: 84%, Temperature: 23C, Analog output: 783
2024-04-28T02:04:27.843Z - Humidity: 84%, Temperature: 23C, Analog output: 776
2024-04-28T02:04:37.881Z - Humidity: 83%, Temperature: 23C, Analog output: 765
2024-04-28T02:04:47.920Z - Humidity: 83%, Temperature: 24C, Analog output: 799
2024-04-28T02:04:57.964Z - Humidity: 83%, Temperature: 22C, Analog output: 789
2024-04-28T02:05:18.040Z - Humidity: 83%, Temperature: 23C, Analog output: 768
2024-04-28T02:05:28.078Z - Humidity: 83%, Temperature: 24C, Analog output: 757
2024-04-28T02:05:38.117Z - Humidity: 83%, Temperature: 23C, Analog output: 757
2024-04-28T02:05:48.155Z - Humidity: 83%, Temperature: 24C, Analog output: 755
2024-04-28T02:05:58.194Z - Humidity: 83%, Temperature: 22C, Analog output: 759
2024-04-28T02:06:08.236Z - Humidity: 83%, Temperature: 22C, Analog output: 774
2024-04-28T02:06:18.275Z - Humidity: 82%, Temperature: 22C, Analog output: 760
2024-04-28T02:06:28.314Z - Humidity: 82%, Temperature: 22C, Analog output: 756
2024-04-28T02:06:38.352Z - Humidity: 82%, Temperature: 22C, Analog output: 757
2024-04-28T02:06:48.391Z - Humidity: 82%, Temperature: 24C, Analog output: 759
2024-04-28T02:06:58.429Z - Humidity: 81%, Temperature: 24C, Analog output: 758
2024-04-28T02:07:08.468Z - Humidity: 80%, Temperature: 23C, Analog output: 779
2024-04-28T02:07:18.507Z - Humidity: 80%, Temperature: 23C, Analog output: 758
2024-04-28T02:07:28.545Z - Humidity: 81%, Temperature: 24C, Analog output: 756
2024-04-28T02:07:38.584Z - Humidity: 81%, Temperature: 22C, Analog output: 756
2024-04-28T02:07:48.627Z - Humidity: 80%, Temperature: 23C, Analog output: 791
2024-04-28T02:07:58.665Z - Humidity: 80%, Temperature: 24C, Analog output: 776
2024-04-28T02:08:08.704Z - Humidity: 80%, Temperature: 23C, Analog output: 756
2024-04-28T02:08:18.742Z - Humidity: 81%, Temperature: 22C, Analog output: 772
2024-04-28T02:08:28.781Z - Humidity: 80%, Temperature: 23C, Analog output: 756
2024-04-28T02:08:38.820Z - Humidity: 80%, Temperature: 23C, Analog output: 757
2024-04-28T02:08:48.858Z - Humidity: 80%, Temperature: 24C, Analog output: 760
2024-04-28T02:08:58.897Z - Humidity: 80%, Temperature: 23C, Analog output: 755
2024-04-28T02:09:08.936Z - Humidity: 80%, Temperature: 24C, Analog output: 757
2024-04-28T02:09:18.974Z - Humidity: 80%, Temperature: 22C, Analog output: 756
2024-04-28T02:09:29.017Z - Humidity: 80%, Temperature: 22C, Analog output: 768
2024-04-28T02:09:39.056Z - Humidity: 80%, Temperature: 23C, Analog output: 758
2024-04-28T02:09:49.094Z - Humidity: 81%, Temperature: 23C, Analog output: 756
2024-04-28T02:09:59.133Z - Humidity: 80%, Temperature: 22C, Analog output: 780
2024-04-28T02:10:09.172Z - Humidity: 80%, Temperature: 23C, Analog output: 697
2024-04-28T02:10:19.210Z - Humidity: 80%, Temperature: 24C, Analog output: 756
2024-04-28T02:10:29.249Z - Humidity: 80%, Temperature: 23C, Analog output: 756
2024-04-28T02:10:39.288Z - Humidity: 80%, Temperature: 22C, Analog output: 758
2024-04-28T02:10:49.330Z - Humidity: 80%, Temperature: 22C, Analog output: 757
2024-04-28T02:10:59.369Z - Humidity: 80%, Temperature: 23C, Analog output: 758
2024-04-28T02:11:09.407Z - Humidity: 80%, Temperature: 22C, Analog output: 756
2024-04-28T02:11:19.446Z - Humidity: 80%, Temperature: 23C, Analog output: 796
2024-04-28T02:11:29.485Z - Humidity: 80%, Temperature: 22C, Analog output: 756
2024-04-28T02:11:39.523Z - Humidity: 80%, Temperature: 23C, Analog output: 761
2024-04-28T02:11:49.562Z - Humidity: 80%, Temperature: 24C, Analog output: 755
2024-04-28T02:11:59.600Z - Humidity: 79%, Temperature: 22C, Analog output: 756
2024-04-28T02:12:09.639Z - Humidity: 79%, Temperature: 24C, Analog output: 756
2024-04-28T02:12:19.681Z - Humidity: 79%, Temperature: 24C, Analog output: 774
2024-04-28T02:12:29.720Z - Humidity: 79%, Temperature: 23C, Analog output: 755
2024-04-28T02:12:39.758Z - Humidity: 79%, Temperature: 23C, Analog output: 756
2024-04-28T02:12:49.797Z - Humidity: 79%, Temperature: 22C, Analog output: 756
2024-04-28T02:12:59.836Z - Humidity: 79%, Temperature: 24C, Analog output: 762
2024-04-28T02:13:09.874Z - Humidity: 80%, Temperature: 24C, Analog output: 755
2024-04-28T02:13:19.913Z - Humidity: 79%, Temperature: 23C, Analog output: 765
2024-04-28T02:13:29.951Z - Humidity: 79%, Temperature: 24C, Analog output: 757
2024-04-28T02:13:39.994Z - Humidity: 79%, Temperature: 23C, Analog output: 765
2024-04-28T02:13:50.033Z - Humidity: 79%, Temperature: 23C, Analog output: 756
2024-04-28T02:14:00.071Z - Humidity: 79%, Temperature: 23C, Analog output: 756
2024-04-28T02:14:10.110Z - Humidity: 79%, Temperature: 23C, Analog output: 771
2024-04-28T02:14:20.148Z - Humidity: 79%, Temperature: 22C, Analog output: 756
2024-04-28T02:14:30.187Z - Humidity: 78%, Temperature: 23C, Analog output: 773
2024-04-28T02:14:40.226Z - Humidity: 78%, Temperature: 24C, Analog output: 769
2024-04-28T02:14:50.269Z - Humidity: 78%, Temperature: 23C, Analog output: 761
2024-04-28T02:15:00.307Z - Humidity: 78%, Temperature: 24C, Analog output: 756
2024-04-28T02:15:10.346Z - Humidity: 78%, Temperature: 24C, Analog output: 772
2024-04-28T02:15:20.385Z - Humidity: 78%, Temperature: 23C, Analog output: 756
2024-04-28T02:15:30.423Z - Humidity: 79%, Temperature: 24C, Analog output: 756
2024-04-28T02:15:40.461Z - Humidity: 78%, Temperature: 23C, Analog output: 755
2024-04-28T02:15:50.500Z - Humidity: 78%, Temperature: 24C, Analog output: 756
2024-04-28T02:16:00.539Z - Humidity: 78%, Temperature: 24C, Analog output: 754
2024-04-28T02:16:10.581Z - Humidity: 78%, Temperature: 24C, Analog output: 771
2024-04-28T02:16:20.620Z - Humidity: 78%, Temperature: 23C, Analog output: 796
2024-04-28T02:16:30.658Z - Humidity: 77%, Temperature: 23C, Analog output: 760
2024-04-28T02:16:40.697Z - Humidity: 77%, Temperature: 22C, Analog output: 759
2024-04-28T02:16:50.736Z - Humidity: 77%, Temperature: 23C, Analog output: 756
2024-04-28T02:17:00.774Z - Humidity: 77%, Temperature: 24C, Analog output: 756
2024-04-28T02:17:10.813Z - Humidity: 78%, Temperature: 24C, Analog output: 786
2024-04-28T02:17:20.852Z - Humidity: 78%, Temperature: 23C, Analog output: 757
2024-04-28T02:17:30.894Z - Humidity: 78%, Temperature: 22C, Analog output: 757
2024-04-28T02:17:40.933Z - Humidity: 79%, Temperature: 23C, Analog output: 755
2024-04-28T02:17:50.972Z - Humidity: 78%, Temperature: 24C, Analog output: 756
2024-04-28T02:18:01.010Z - Humidity: 78%, Temperature: 22C, Analog output: 765
2024-04-28T02:18:11.049Z - Humidity: 78%, Temperature: 24C, Analog output: 755
2024-04-28T02:18:21.089Z - Humidity: 79%, Temperature: 23C, Analog output: 757
2024-04-28T02:18:31.127Z - Humidity: 78%, Temperature: 24C, Analog output: 758
2024-04-28T02:18:41.166Z - Humidity: 78%, Temperature: 24C, Analog output: 754
2024-04-28T02:18:51.207Z - Humidity: 78%, Temperature: 23C, Analog output: 754
2024-04-28T02:19:01.246Z - Humidity: 78%, Temperature: 22C, Analog output: 756
2024-04-28T02:19:11.284Z - Humidity: 78%, Temperature: 23C, Analog output: 779
2024-04-28T02:19:21.323Z - Humidity: 78%, Temperature: 23C, Analog output: 755
2024-04-28T02:19:31.362Z - Humidity: 79%, Temperature: 22C, Analog output: 757
2024-04-28T02:19:41.401Z - Humidity: 78%, Temperature: 24C, Analog output: 767
2024-04-28T02:19:51.439Z - Humidity: 77%, Temperature: 23C, Analog output: 756
2024-04-28T02:20:01.482Z - Humidity: 78%, Temperature: 23C, Analog output: 780
2024-04-28T02:20:11.521Z - Humidity: 78%, Temperature: 23C, Analog output: 756
2024-04-28T02:20:21.559Z - Humidity: 78%, Temperature: 22C, Analog output: 774
2024-04-28T02:20:31.598Z - Humidity: 78%, Temperature: 23C, Analog output: 756
2024-04-28T02:20:41.636Z - Humidity: 79%, Temperature: 23C, Analog output: 795
2024-04-28T02:20:51.674Z - Humidity: 79%, Temperature: 23C, Analog output: 755
2024-04-28T02:21:01.713Z - Humidity: 78%, Temperature: 23C, Analog output: 755
2024-04-28T02:21:11.756Z - Humidity: 78%, Temperature: 23C, Analog output: 755
2024-04-28T02:21:21.794Z - Humidity: 69%, Temperature: 24C, Analog output: 759
2024-04-28T02:21:31.833Z - Humidity: 66%, Temperature: 23C, Analog output: 793
2024-04-28T02:21:41.871Z - Humidity: 60%, Temperature: 24C, Analog output: 789
2024-04-28T02:21:51.910Z - Humidity: 60%, Temperature: 24C, Analog output: 754
2024-04-28T02:22:01.948Z - Humidity: 58%, Temperature: 24C, Analog output: 755
2024-04-28T02:22:11.987Z - Humidity: 58%, Temperature: 24C, Analog output: 753
2024-04-28T02:22:22.026Z - Humidity: 56%, Temperature: 24C, Analog output: 755
2024-04-28T02:22:32.064Z - Humidity: 56%, Temperature: 24C, Analog output: 789
2024-04-28T02:22:42.107Z - Humidity: 56%, Temperature: 24C, Analog output: 755
2024-04-28T02:22:52.145Z - Humidity: 54%, Temperature: 24C, Analog output: 772
2024-04-28T02:23:02.184Z - Humidity: 55%, Temperature: 25C, Analog output: 775
2024-04-28T02:23:12.223Z - Humidity: 55%, Temperature: 24C, Analog output: 770
2024-04-28T02:23:22.261Z - Humidity: 56%, Temperature: 24C, Analog output: 768
2024-04-28T02:23:32.300Z - Humidity: 54%, Temperature: 24C, Analog output: 757
2024-04-28T02:23:42.339Z - Humidity: 53%, Temperature: 23C, Analog output: 777
2024-04-28T02:23:52.377Z - Humidity: 52%, Temperature: 24C, Analog output: 754
2024-04-28T02:24:02.416Z - Humidity: 50%, Temperature: 24C, Analog output: 755
2024-04-28T02:24:12.458Z - Humidity: 51%, Temperature: 25C, Analog output: 753
2024-04-28T02:24:22.497Z - Humidity: 52%, Temperature: 24C, Analog output: 754
2024-04-28T02:24:32.536Z - Humidity: 53%, Temperature: 24C, Analog output: 757
2024-04-28T02:24:42.575Z - Humidity: 51%, Temperature: 24C, Analog output: 793
2024-04-28T02:24:52.613Z - Humidity: 51%, Temperature: 24C, Analog output: 754
2024-04-28T02:25:02.652Z - Humidity: 53%, Temperature: 25C, Analog output: 777
2024-04-28T02:25:12.691Z - Humidity: 54%, Temperature: 25C, Analog output: 788
2024-04-28T02:25:22.729Z - Humidity: 53%, Temperature: 24C, Analog output: 762
2024-04-28T02:25:32.768Z - Humidity: 56%, Temperature: 25C, Analog output: 755
2024-04-28T02:25:42.810Z - Humidity: 57%, Temperature: 25C, Analog output: 755
2024-04-28T02:25:52.848Z - Humidity: 55%, Temperature: 24C, Analog output: 753
2024-04-28T02:26:02.887Z - Humidity: 57%, Temperature: 24C, Analog output: 755
2024-04-28T02:26:12.926Z - Humidity: 57%, Temperature: 24C, Analog output: 753
2024-04-28T02:26:22.964Z - Humidity: 55%, Temperature: 25C, Analog output: 757
2024-04-28T02:26:33.003Z - Humidity: 55%, Temperature: 25C, Analog output: 755
2024-04-28T02:26:43.042Z - Humidity: 62%, Temperature: 24C, Analog output: 1000
2024-04-28T02:26:53.081Z - Humidity: 57%, Temperature: 23C, Analog output: 972
2024-04-28T02:27:03.119Z - Humidity: 57%, Temperature: 24C, Analog output: 814
2024-04-28T02:27:13.162Z - Humidity: 56%, Temperature: 25C, Analog output: 706
2024-04-28T02:27:23.200Z - Humidity: 56%, Temperature: 24C, Analog output: 765
2024-04-28T02:27:33.239Z - Humidity: 58%, Temperature: 24C, Analog output: 769
2024-04-28T02:27:43.278Z - Humidity: 57%, Temperature: 25C, Analog output: 758


--- Server Started at 2024-04-28T02:27:45.310Z ---
2024-04-28T02:27:46.330Z - Humidity: 59%, Temperature: 25C, Analog output: 764


--- Server Started at 2024-04-28T02:27:55.609Z ---
2024-04-28T02:27:56.630Z - Humidity: 61%, Temperature: 25C, Analog output: 759
2024-04-28T02:28:06.668Z - Humidity: 64%, Temperature: 24C, Analog output: 767
2024-04-28T02:28:16.707Z - Humidity: 68%, Temperature: 23C, Analog output: 776
2024-04-28T02:28:26.747Z - Humidity: 71%, Temperature: 23C, Analog output: 753
2024-04-28T02:28:36.785Z - Humidity: 72%, Temperature: 23C, Analog output: 755
2024-04-28T02:28:46.824Z - Humidity: 74%, Temperature: 23C, Analog output: 779
2024-04-28T02:28:56.867Z - Humidity: 76%, Temperature: 24C, Analog output: 755
2024-04-28T02:29:06.904Z - Humidity: 77%, Temperature: 24C, Analog output: 755
2024-04-28T02:29:16.944Z - Humidity: 79%, Temperature: 23C, Analog output: 752
2024-04-28T02:29:26.981Z - Humidity: 80%, Temperature: 24C, Analog output: 763
2024-04-28T02:29:37.020Z - Humidity: 81%, Temperature: 24C, Analog output: 753
2024-04-28T02:29:47.059Z - Humidity: 81%, Temperature: 23C, Analog output: 753
2024-04-28T02:29:57.097Z - Humidity: 83%, Temperature: 24C, Analog output: 763
2024-04-28T02:30:07.136Z - Humidity: 84%, Temperature: 23C, Analog output: 768
2024-04-28T02:30:17.180Z - Humidity: 85%, Temperature: 23C, Analog output: 752
2024-04-28T02:30:27.219Z - Humidity: 84%, Temperature: 22C, Analog output: 770
2024-04-28T02:30:37.256Z - Humidity: 84%, Temperature: 23C, Analog output: 748
2024-04-28T02:30:47.295Z - Humidity: 85%, Temperature: 23C, Analog output: 785
2024-04-28T02:30:57.335Z - Humidity: 85%, Temperature: 23C, Analog output: 754
2024-04-28T02:31:07.373Z - Humidity: 86%, Temperature: 23C, Analog output: 763
2024-04-28T02:31:17.412Z - Humidity: 87%, Temperature: 23C, Analog output: 752
2024-04-28T02:31:27.454Z - Humidity: 88%, Temperature: 23C, Analog output: 750
2024-04-28T02:31:37.493Z - Humidity: 89%, Temperature: 23C, Analog output: 757
2024-04-28T02:31:47.532Z - Humidity: 89%, Temperature: 23C, Analog output: 762
2024-04-28T02:31:57.570Z - Humidity: 89%, Temperature: 23C, Analog output: 752
2024-04-28T02:32:07.607Z - Humidity: 90%, Temperature: 22C, Analog output: 756
2024-04-28T02:32:17.646Z - Humidity: 91%, Temperature: 22C, Analog output: 773
2024-04-28T02:32:27.684Z - Humidity: 90%, Temperature: 23C, Analog output: 750
2024-04-28T02:32:37.727Z - Humidity: 91%, Temperature: 22C, Analog output: 765
2024-04-28T02:32:47.766Z - Humidity: 92%, Temperature: 23C, Analog output: 751
2024-04-28T02:32:57.804Z - Humidity: 92%, Temperature: 22C, Analog output: 754
2024-04-28T02:33:07.843Z - Humidity: 92%, Temperature: 22C, Analog output: 753
2024-04-28T02:33:17.881Z - Humidity: 92%, Temperature: 22C, Analog output: 749
2024-04-28T02:33:27.920Z - Humidity: 92%, Temperature: 23C, Analog output: 757
2024-04-28T02:33:37.958Z - Humidity: 92%, Temperature: 23C, Analog output: 750
2024-04-28T02:33:48.001Z - Humidity: 91%, Temperature: 23C, Analog output: 750
2024-04-28T02:33:58.041Z - Humidity: 92%, Temperature: 23C, Analog output: 765
2024-04-28T02:34:08.078Z - Humidity: 93%, Temperature: 23C, Analog output: 757
2024-04-28T02:34:18.117Z - Humidity: 93%, Temperature: 23C, Analog output: 790
2024-04-28T02:34:28.156Z - Humidity: 93%, Temperature: 22C, Analog output: 750
2024-04-28T02:34:38.194Z - Humidity: 94%, Temperature: 22C, Analog output: 750
2024-04-28T02:34:48.233Z - Humidity: 94%, Temperature: 23C, Analog output: 750
2024-04-28T02:34:58.275Z - Humidity: 94%, Temperature: 22C, Analog output: 753
2024-04-28T02:35:08.314Z - Humidity: 93%, Temperature: 23C, Analog output: 776
2024-04-28T02:35:18.352Z - Humidity: 93%, Temperature: 23C, Analog output: 749
2024-04-28T02:35:28.391Z - Humidity: 93%, Temperature: 23C, Analog output: 786
2024-04-28T02:35:38.430Z - Humidity: 93%, Temperature: 23C, Analog output: 748
2024-04-28T02:35:48.468Z - Humidity: 93%, Temperature: 23C, Analog output: 754
2024-04-28T02:35:58.512Z - Humidity: 92%, Temperature: 23C, Analog output: 751
2024-04-28T02:36:08.550Z - Humidity: 93%, Temperature: 22C, Analog output: 753
2024-04-28T02:36:18.589Z - Humidity: 93%, Temperature: 23C, Analog output: 754


--- Server Started at 2024-04-28T02:36:23.204Z ---
2024-04-28T02:36:24.224Z - Humidity: 93%, Temperature: 22C, Analog output: 763
